Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Posts 678,1,6,6,6,0.00,0.000%,166.66667,150.07,254.88,922.0
Posts 679,1,6,6,6,0.00,0.000%,166.66667,299.80,393.55,1842.0
Posts 680,1,8,8,8,0.00,0.000%,125.00000,220.46,290.41,1806.0
Posts 681,1,5,5,5,0.00,0.000%,200.00000,234.77,358.01,1202.0
Posts 682,1,5,5,5,0.00,0.000%,200.00000,358.40,471.88,1835.0
Posts 683,1,5,5,5,0.00,0.000%,200.00000,190.82,316.02,977.0
Posts 684,1,5,5,5,0.00,0.000%,200.00000,322.66,444.14,1652.0
Posts 685,1,7,7,7,0.00,0.000%,142.85714,183.73,268.69,1317.0
Posts 686,1,6,6,6,0.00,0.000%,166.66667,273.11,380.05,1678.0
Posts 687,1,10,10,10,0.00,0.000%,100.00000,161.82,225.59,1657.0
Posts 688,1,6,6,6,0.00,0.000%,166.66667,247.88,352.54,1523.0
Posts 689,1,6,6,6,0.00,0.000%,166.66667,320.31,413.41,1968.0
Posts 690,1,5,5,5,0.00,0.000%,200.00000,258.40,378.52,1323.0
Posts 691,1,5,5,5,0.00,0.000%,200.00000,362.30,478.71,1855.0
Posts 692,1,7,7,7,0.00,0.000%,142.85714,208.01,287.81,1491.0
Posts 693,1,5,5,5,0.00,0.000%,200.00000,285.74,401.95,1463.0
Posts 694,1,5,5,5,0.00,0.000%,200.00000,266.02,388.87,1362.0
Posts 695,1,5,5,5,0.00,0.000%,200.00000,241.99,356.64,1239.0
Posts 696,1,6,6,6,0.00,0.000%,166.66667,314.29,411.13,1931.0
Posts 697,1,5,5,5,0.00,0.000%,200.00000,251.95,365.23,1290.0
Posts 698,1,5,5,5,0.00,0.000%,200.00000,191.60,320.90,981.0
Posts 699,1,5,5,5,0.00,0.000%,200.00000,352.34,472.46,1804.0
Posts 700,1,6,6,6,0.00,0.000%,166.66667,261.23,362.79,1605.0
Posts 701,1,5,5,5,0.00,0.000%,200.00000,190.04,319.34,973.0
Posts 702,1,5,5,5,0.00,0.000%,200.00000,205.08,329.10,1050.0
Posts 703,1,6,6,6,0.00,0.000%,166.66667,237.14,343.59,1457.0
Posts 704,1,5,5,5,0.00,0.000%,200.00000,261.52,373.24,1339.0
Posts 705,1,4,4,4,0.00,0.000%,250.00000,274.41,432.62,1124.0
Posts 706,1,5,5,5,0.00,0.000%,200.00000,347.07,470.51,1777.0
Posts 707,1,5,5,5,0.00,0.000%,200.00000,250.39,368.95,1282.0
Posts 708,1,7,7,7,0.00,0.000%,142.85714,220.42,304.41,1580.0
Posts 709,1,5,5,5,0.00,0.000%,200.00000,350.98,475.20,1797.0
Posts 710,1,5,5,5,0.00,0.000%,200.00000,346.48,474.02,1774.0
Posts 711,1,4,4,4,0.00,0.000%,250.00000,454.10,600.59,1860.0
Posts 712,1,5,5,5,0.00,0.000%,200.00000,332.81,448.24,1704.0
Posts 713,1,5,5,5,0.00,0.000%,200.00000,257.81,375.39,1320.0
Posts 714,1,5,5,5,0.00,0.000%,200.00000,343.95,460.94,1761.0
Posts 715,1,5,5,5,0.00,0.000%,200.00000,279.69,393.75,1432.0
Posts 716,1,5,5,5,0.00,0.000%,200.00000,335.35,462.30,1717.0
Posts 717,1,5,5,5,0.00,0.000%,200.00000,214.84,337.89,1100.0
Posts 718,1,5,5,5,0.00,0.000%,200.00000,240.04,354.69,1229.0
Posts 719,1,7,7,7,0.00,0.000%,142.85714,160.71,252.37,1152.0
Posts 720,1,5,5,5,0.00,0.000%,200.00000,244.34,366.21,1251.0
Posts 721,1,4,4,4,0.00,0.000%,250.00000,283.69,437.01,1162.0
Posts 722,1,5,5,5,0.00,0.000%,200.00000,275.00,396.48,1408.0
Posts 723,1,9,9,9,0.00,0.000%,111.11111,183.81,246.31,1694.0
Posts 724,1,5,5,5,0.00,0.000%,200.00000,347.85,461.91,1781.0
Posts 725,1,5,5,5,0.00,0.000%,200.00000,274.41,389.45,1405.0
Posts 726,1,5,5,5,0.00,0.000%,200.00000,333.40,445.90,1707.0
Posts 727,1,5,5,5,0.00,0.000%,200.00000,333.40,459.18,1707.0
Posts 728,1,7,7,7,0.00,0.000%,142.85714,250.00,330.92,1792.0
Posts 729,1,4,4,4,0.00,0.000%,250.00000,281.49,427.73,1153.0
Posts 730,1,3,3,3,0.00,0.000%,333.33333,443.36,650.07,1362.0
Posts 731,1,6,6,6,0.00,0.000%,166.66667,202.80,296.06,1246.0
Posts 732,1,5,5,5,0.00,0.000%,200.00000,250.78,371.48,1284.0
Posts 733,1,4,4,4,0.00,0.000%,250.00000,343.02,483.40,1405.0
Posts 734,1,4,4,4,0.00,0.000%,250.00000,398.44,538.09,1632.0
Posts 735,1,4,4,4,0.00,0.000%,250.00000,288.33,441.41,1181.0
Posts 736,1,5,5,5,0.00,0.000%,200.00000,381.84,495.70,1955.0
Posts 737,1,4,4,4,0.00,0.000%,250.00000,310.79,454.83,1273.0
Posts 738,1,4,4,4,0.00,0.000%,250.00000,310.30,462.40,1271.0
Posts 739,1,5,5,5,0.00,0.000%,200.00000,351.76,469.14,1801.0
Posts 740,1,5,5,5,0.00,0.000%,200.00000,283.98,406.25,1454.0
Posts 741,1,4,4,4,0.00,0.000%,250.00000,286.87,444.34,1175.0
Posts 742,1,4,4,4,0.00,0.000%,250.00000,216.31,377.69,886.0
Posts 743,1,5,5,5,0.00,0.000%,200.00000,375.00,489.65,1920.0
Posts 744,1,5,5,5,0.00,0.000%,200.00000,341.02,452.93,1746.0
Posts 745,1,5,5,5,0.00,0.000%,200.00000,180.47,307.23,924.0
Posts 746,1,7,7,7,0.00,0.000%,142.85714,172.15,258.79,1234.0
Posts 747,1,4,4,4,0.00,0.000%,250.00000,360.84,516.36,1478.0
Posts 748,1,5,5,5,0.00,0.000%,200.00000,202.73,322.27,1038.0
Posts 749,1,4,4,4,0.00,0.000%,250.00000,254.88,412.60,1044.0
Posts 750,1,4,4,4,0.00,0.000%,250.00000,308.84,455.81,1265.0
Posts 751,1,4,4,4,0.00,0.000%,250.00000,227.05,383.30,930.0
Posts 752,1,4,4,4,0.00,0.000%,250.00000,391.11,544.19,1602.0
Posts 753,1,4,4,4,0.00,0.000%,250.00000,406.98,567.14,1667.0
Posts 754,1,4,4,4,0.00,0.000%,250.00000,316.65,462.16,1297.0
Posts 755,1,3,3,3,0.00,0.000%,333.33333,436.20,637.04,1340.0
Posts 756,1,4,4,4,0.00,0.000%,250.00000,397.22,546.63,1627.0
Posts 757,1,4,4,4,0.00,0.000%,250.00000,429.20,580.32,1758.0
Posts 758,1,5,5,5,0.00,0.000%,200.00000,257.81,379.49,1320.0
Posts 759,1,182,182,182,0.00,0.000%,5.49451,9.52,12.87,1774.0
Posts 760,1,6,6,6,0.00,0.000%,166.66667,166.67,271.97,1024.0
Posts 761,1,5,5,5,0.00,0.000%,200.00000,205.66,326.56,1053.0
Posts 762,1,6,6,6,0.00,0.000%,166.66667,185.71,279.13,1141.0
Posts 763,1,5,5,5,0.00,0.000%,200.00000,233.40,345.90,1195.0
Posts 764,1,5,5,5,0.00,0.000%,200.00000,296.29,408.40,1517.0
Posts 765,1,11,11,11,0.00,0.000%,90.90909,88.69,144.26,999.0
Posts 766,1,5,5,5,0.00,0.000%,200.00000,185.35,309.77,949.0
Posts 767,1,7,7,7,0.00,0.000%,142.85714,165.46,254.05,1186.0
Posts 768,1,6,6,6,0.00,0.000%,166.66667,312.50,411.30,1920.0
Posts 769,1,5,5,5,0.00,0.000%,200.00000,217.77,330.47,1115.0
Posts 770,1,6,6,6,0.00,0.000%,166.66667,183.11,282.39,1125.0
Posts 771,1,7,7,7,0.00,0.000%,142.85714,171.74,260.18,1231.0
Posts 772,1,7,7,7,0.00,0.000%,142.85714,196.99,288.36,1412.0
Posts 773,1,9,9,9,0.00,0.000%,111.11111,202.58,269.21,1867.0
Posts 774,1,5,5,5,0.00,0.000%,200.00000,247.07,361.52,1265.0
Posts 775,1,5,5,5,0.00,0.000%,200.00000,199.80,325.00,1023.0
Posts 776,1,6,6,6,0.00,0.000%,166.66667,307.13,403.48,1887.0
Posts 777,1,5,5,5,0.00,0.000%,200.00000,279.88,399.22,1433.0
Posts 778,1,5,5,5,0.00,0.000%,200.00000,264.65,390.43,1355.0
Posts 779,1,5,5,5,0.00,0.000%,200.00000,304.30,423.05,1558.0
Posts 780,1,5,5,5,0.00,0.000%,200.00000,295.70,418.95,1514.0
Posts 781,1,10,10,10,0.00,0.000%,100.00000,97.85,158.30,1002.0
Posts 782,1,5,5,5,0.00,0.000%,200.00000,293.75,407.03,1504.0
Posts 783,1,6,6,6,0.00,0.000%,166.66667,241.37,336.59,1483.0
Posts 784,1,7,7,7,0.00,0.000%,142.85714,157.09,239.68,1126.0
Posts 785,1,7,7,7,0.00,0.000%,142.85714,238.14,319.20,1707.0
Posts 786,1,6,6,6,0.00,0.000%,166.66667,218.10,322.59,1340.0
Posts 787,1,11,11,11,0.00,0.000%,90.90909,110.80,163.97,1248.0
Posts 788,1,5,5,5,0.00,0.000%,200.00000,298.05,425.00,1526.0
Posts 789,1,7,7,7,0.00,0.000%,142.85714,227.82,310.27,1633.0
Posts 790,1,5,5,5,0.00,0.000%,200.00000,336.52,458.20,1723.0
Posts 791,1,6,6,6,0.00,0.000%,166.66667,295.41,399.74,1815.0
Posts 792,1,7,7,7,0.00,0.000%,142.85714,262.28,345.28,1880.0
Posts 793,1,5,5,5,0.00,0.000%,200.00000,343.75,458.79,1760.0
Posts 794,1,4,4,4,0.00,0.000%,250.00000,250.49,399.66,1026.0
Posts 795,1,5,5,5,0.00,0.000%,200.00000,213.09,335.35,1091.0
Posts 796,1,5,5,5,0.00,0.000%,200.00000,238.09,360.16,1219.0
Posts 797,1,4,4,4,0.00,0.000%,250.00000,275.15,420.17,1127.0
Posts 798,1,4,4,4,0.00,0.000%,250.00000,270.75,412.11,1109.0
Posts 799,1,4,4,4,0.00,0.000%,250.00000,295.41,453.61,1210.0
Posts 800,1,4,4,4,0.00,0.000%,250.00000,377.20,532.96,1545.0
Posts 801,1,4,4,4,0.00,0.000%,250.00000,318.85,464.36,1306.0
Posts 802,1,5,5,5,0.00,0.000%,200.00000,258.98,372.46,1326.0
Posts 803,1,4,4,4,0.00,0.000%,250.00000,262.21,419.19,1074.0
Posts 804,1,5,5,5,0.00,0.000%,200.00000,230.66,354.10,1181.0
Posts 805,1,4,4,4,0.00,0.000%,250.00000,277.10,426.51,1135.0
Posts 806,1,4,4,4,0.00,0.000%,250.00000,280.52,437.26,1149.0
Posts 807,1,5,5,5,0.00,0.000%,200.00000,178.91,304.49,916.0
Posts 808,1,8,8,8,0.00,0.000%,125.00000,212.77,288.70,1743.0
Posts 809,1,5,5,5,0.00,0.000%,200.00000,275.00,390.04,1408.0
Posts 810,1,4,4,4,0.00,0.000%,250.00000,285.64,445.80,1170.0
Posts 811,1,4,4,4,0.00,0.000%,250.00000,379.39,527.83,1554.0
Posts 812,1,4,4,4,0.00,0.000%,250.00000,406.01,567.63,1663.0
Posts 813,1,5,5,5,0.00,0.000%,200.00000,327.73,439.84,1678.0
Posts 814,1,5,5,5,0.00,0.000%,200.00000,226.37,354.30,1159.0
Posts 815,1,5,5,5,0.00,0.000%,200.00000,324.02,446.48,1659.0
Posts 816,1,3,3,3,0.00,0.000%,333.33333,446.94,636.72,1373.0
Posts 817,1,3,3,3,0.00,0.000%,333.33333,613.93,800.78,1886.0
Posts 818,1,6,6,6,0.00,0.000%,166.66667,212.89,317.87,1308.0
Posts 819,1,5,5,5,0.00,0.000%,200.00000,189.84,314.06,972.0
Posts 820,1,4,4,4,0.00,0.000%,250.00000,436.28,580.81,1787.0
Posts 821,1,5,5,5,0.00,0.000%,200.00000,280.86,407.03,1438.0
Posts 822,1,6,6,6,0.00,0.000%,166.66667,246.74,345.70,1516.0
Posts 823,1,5,5,5,0.00,0.000%,200.00000,223.63,339.26,1145.0
Posts 824,1,9,9,9,0.00,0.000%,111.11111,194.77,261.18,1795.0
Posts 825,1,5,5,5,0.00,0.000%,200.00000,185.35,309.18,949.0
Posts 826,1,5,5,5,0.00,0.000%,200.00000,270.31,395.51,1384.0
Posts 827,1,5,5,5,0.00,0.000%,200.00000,196.88,317.97,1008.0
Posts 828,1,5,5,5,0.00,0.000%,200.00000,254.88,368.75,1305.0
Posts 829,1,6,6,6,0.00,0.000%,166.66667,241.05,337.08,1481.0
Posts 830,1,5,5,5,0.00,0.000%,200.00000,338.48,463.28,1733.0
Posts 831,1,5,5,5,0.00,0.000%,200.00000,239.45,366.99,1226.0
Posts 832,1,6,6,6,0.00,0.000%,166.66667,243.65,350.75,1497.0
Posts 833,1,6,6,6,0.00,0.000%,166.66667,218.42,312.34,1342.0
Posts 834,1,5,5,5,0.00,0.000%,200.00000,359.96,478.71,1843.0
Posts 835,1,5,5,5,0.00,0.000%,200.00000,217.97,341.02,1116.0
Posts 836,1,5,5,5,0.00,0.000%,200.00000,222.07,336.33,1137.0
Posts 837,1,5,5,5,0.00,0.000%,200.00000,220.31,338.48,1128.0
Posts 838,1,5,5,5,0.00,0.000%,200.00000,312.30,426.37,1599.0
Posts 839,1,5,5,5,0.00,0.000%,200.00000,271.88,395.51,1392.0
Posts 840,1,5,5,5,0.00,0.000%,200.00000,191.21,313.87,979.0
Posts 841,1,5,5,5,0.00,0.000%,200.00000,371.68,485.94,1903.0
Posts 842,1,4,4,4,0.00,0.000%,250.00000,243.65,395.51,998.0
Posts 843,1,5,5,5,0.00,0.000%,200.00000,201.76,321.68,1033.0
Posts 844,1,5,5,5,0.00,0.000%,200.00000,333.79,457.42,1709.0
Posts 845,1,6,6,6,0.00,0.000%,166.66667,159.02,264.49,977.0
Posts 846,1,5,5,5,0.00,0.000%,200.00000,294.34,409.57,1507.0
Posts 847,1,6,6,6,0.00,0.000%,166.66667,159.51,265.14,980.0
Posts 848,1,5,5,5,0.00,0.000%,200.00000,332.42,444.92,1702.0
Posts 849,1,5,5,5,0.00,0.000%,200.00000,363.28,481.84,1860.0
Posts 850,1,6,6,6,0.00,0.000%,166.66667,272.14,372.72,1672.0
Posts 851,1,9,9,9,0.00,0.000%,111.11111,197.59,262.91,1821.0
Posts 852,1,39,39,39,0.00,0.000%,25.64103,36.41,51.91,1454.0
Posts 853,1,6,6,6,0.00,0.000%,166.66667,226.07,326.17,1389.0
Posts 854,1,7,7,7,0.00,0.000%,142.85714,197.68,283.20,1417.0
Posts 855,1,73,73,73,0.00,0.000%,13.69863,22.93,30.77,1714.0
Posts 856,1,21,21,21,0.00,0.000%,47.61905,63.01,93.47,1355.0
Posts 857,1,21,21,21,0.00,0.000%,47.61905,59.11,89.61,1271.0
Posts 858,1,10,10,10,0.00,0.000%,100.00000,169.04,232.42,1731.0
Posts 859,1,14,14,14,0.00,0.000%,71.42857,107.63,147.88,1543.0
Posts 860,1,10,10,10,0.00,0.000%,100.00000,129.69,187.70,1328.0
Posts 861,1,13,13,13,0.00,0.000%,76.92308,76.77,123.20,1022.0
Posts 862,1,16,16,16,0.00,0.000%,62.50000,106.93,146.12,1752.0
Posts 863,1,6,6,6,0.00,0.000%,166.66667,217.12,320.15,1334.0
Posts 864,1,11,11,11,0.00,0.000%,90.90909,128.64,182.88,1449.0
Posts 865,1,6,6,6,0.00,0.000%,166.66667,204.43,305.66,1256.0
Posts 866,1,9,9,9,0.00,0.000%,111.11111,137.15,199.98,1264.0
Posts 867,1,17,17,17,0.00,0.000%,58.82353,74.62,110.18,1299.0
Posts 868,1,26,26,26,0.00,0.000%,38.46154,50.67,74.67,1349.0
Posts 869,1,11,11,11,0.00,0.000%,90.90909,83.72,140.62,943.0
Posts 870,1,11,11,11,0.00,0.000%,90.90909,122.87,173.74,1384.0
Posts 871,1,9,9,9,0.00,0.000%,111.11111,100.69,170.36,928.0
Posts 872,1,6,6,6,0.00,0.000%,166.66667,271.00,373.05,1665.0
Posts 873,1,4,4,4,0.00,0.000%,250.00000,291.75,444.34,1195.0
Posts 874,1,5,5,5,0.00,0.000%,200.00000,319.34,444.14,1635.0
Posts 875,1,5,5,5,0.00,0.000%,200.00000,301.76,424.80,1545.0
Posts 876,1,4,4,4,0.00,0.000%,250.00000,384.77,533.20,1576.0
Posts 877,1,5,5,5,0.00,0.000%,200.00000,342.58,457.62,1754.0
Posts 878,1,5,5,5,0.00,0.000%,200.00000,179.49,307.03,919.0
Posts 879,1,6,6,6,0.00,0.000%,166.66667,263.18,363.44,1617.0
Posts 880,1,5,5,5,0.00,0.000%,200.00000,313.28,442.38,1604.0
Posts 881,1,4,4,4,0.00,0.000%,250.00000,313.23,456.30,1283.0
Posts 882,1,6,6,6,0.00,0.000%,166.66667,217.94,318.85,1339.0
Posts 883,1,8,8,8,0.00,0.000%,125.00000,224.00,298.10,1835.0
Posts 884,1,6,6,6,0.00,0.000%,166.66667,247.72,345.21,1522.0
Posts 885,1,6,6,6,0.00,0.000%,166.66667,277.99,377.28,1708.0
Posts 886,1,6,6,6,0.00,0.000%,166.66667,261.07,362.96,1604.0
Posts 887,1,5,5,5,0.00,0.000%,200.00000,323.24,445.70,1655.0
Posts 888,1,5,5,5,0.00,0.000%,200.00000,336.91,451.37,1725.0
Posts 889,1,5,5,5,0.00,0.000%,200.00000,310.16,424.41,1588.0
Posts 890,1,5,5,5,0.00,0.000%,200.00000,356.84,471.48,1827.0
Posts 891,1,4,4,4,0.00,0.000%,250.00000,305.42,454.83,1251.0
Posts 892,1,5,5,5,0.00,0.000%,200.00000,286.52,409.77,1467.0
Posts 893,1,6,6,6,0.00,0.000%,166.66667,187.01,287.76,1149.0
Posts 894,1,6,6,6,0.00,0.000%,166.66667,255.37,360.51,1569.0
Posts 895,1,8,8,8,0.00,0.000%,125.00000,141.85,214.48,1162.0
Posts 896,1,5,5,5,0.00,0.000%,200.00000,209.77,330.86,1074.0
Posts 897,1,5,5,5,0.00,0.000%,200.00000,213.48,334.38,1093.0
Posts 898,1,6,6,6,0.00,0.000%,166.66667,240.23,336.26,1476.0
Posts 899,1,4,4,4,0.00,0.000%,250.00000,282.96,427.98,1159.0
Posts 900,1,5,5,5,0.00,0.000%,200.00000,209.96,331.45,1075.0
Posts 901,1,6,6,6,0.00,0.000%,166.66667,222.33,317.71,1366.0
Posts 902,1,7,7,7,0.00,0.000%,142.85714,255.02,339.56,1828.0
Posts 903,1,7,7,7,0.00,0.000%,142.85714,143.28,231.86,1027.0
Posts 904,1,7,7,7,0.00,0.000%,142.85714,158.06,249.16,1133.0
Posts 905,1,19,19,19,0.00,0.000%,52.63158,93.03,126.13,1810.0
Posts 906,1,4,4,4,0.00,0.000%,250.00000,280.03,437.50,1147.0
Posts 907,1,4,4,4,0.00,0.000%,250.00000,299.80,440.67,1228.0
Posts 908,1,5,5,5,0.00,0.000%,200.00000,377.73,491.02,1934.0
Posts 909,1,6,6,6,0.00,0.000%,166.66667,171.55,271.32,1054.0
Posts 910,1,7,7,7,0.00,0.000%,142.85714,219.03,302.18,1570.0
Posts 911,1,6,6,6,0.00,0.000%,166.66667,217.29,323.08,1335.0
Posts 912,1,6,6,6,0.00,0.000%,166.66667,280.60,377.44,1724.0
Posts 913,1,5,5,5,0.00,0.000%,200.00000,258.20,371.48,1322.0
Posts 914,1,5,5,5,0.00,0.000%,200.00000,318.55,441.21,1631.0
Posts 915,1,7,7,7,0.00,0.000%,142.85714,270.65,350.86,1940.0
Posts 916,1,5,5,5,0.00,0.000%,200.00000,321.88,437.11,1648.0
Posts 917,1,5,5,5,0.00,0.000%,200.00000,230.86,358.79,1182.0
Posts 918,1,6,6,6,0.00,0.000%,166.66667,224.61,331.87,1380.0
Posts 919,1,5,5,5,0.00,0.000%,200.00000,354.69,480.47,1816.0
Posts 920,1,5,5,5,0.00,0.000%,200.00000,309.77,425.20,1586.0
Posts 921,1,6,6,6,0.00,0.000%,166.66667,284.02,380.21,1745.0
Posts 922,1,5,5,5,0.00,0.000%,200.00000,217.19,340.62,1112.0
Posts 923,1,6,6,6,0.00,0.000%,166.66667,169.92,275.55,1044.0
Posts 924,1,5,5,5,0.00,0.000%,200.00000,260.35,386.52,1333.0
Posts 925,1,5,5,5,0.00,0.000%,200.00000,238.67,361.33,1222.0
Posts 926,1,6,6,6,0.00,0.000%,166.66667,284.34,383.30,1747.0
Posts 927,1,5,5,5,0.00,0.000%,200.00000,209.57,325.98,1073.0
Posts 928,1,4,4,4,0.00,0.000%,250.00000,251.95,406.01,1032.0
Posts 929,1,5,5,5,0.00,0.000%,200.00000,265.23,388.67,1358.0
Posts 930,1,4,4,4,0.00,0.000%,250.00000,426.51,570.31,1747.0
Posts 931,1,5,5,5,0.00,0.000%,200.00000,182.23,308.01,933.0
Posts 932,1,4,4,4,0.00,0.000%,250.00000,434.08,577.88,1778.0
Posts 933,1,4,4,4,0.00,0.000%,250.00000,427.00,574.46,1749.0
Posts 934,1,4,4,4,0.00,0.000%,250.00000,421.63,568.12,1727.0
Posts 935,1,4,4,4,0.00,0.000%,250.00000,449.95,592.04,1843.0
Posts 936,1,6,6,6,0.00,0.000%,166.66667,182.62,284.51,1122.0
Posts 937,1,5,5,5,0.00,0.000%,200.00000,337.11,452.34,1726.0
Posts 938,1,5,5,5,0.00,0.000%,200.00000,286.33,411.33,1466.0
Posts 939,1,4,4,4,0.00,0.000%,250.00000,455.57,608.15,1866.0
Posts 940,1,4,4,4,0.00,0.000%,250.00000,248.78,402.83,1019.0
Posts 941,1,5,5,5,0.00,0.000%,200.00000,268.36,394.53,1374.0
Posts 942,1,4,4,4,0.00,0.000%,250.00000,248.78,399.41,1019.0
Posts 943,1,5,5,5,0.00,0.000%,200.00000,307.42,435.94,1574.0
Posts 944,1,5,5,5,0.00,0.000%,200.00000,358.01,469.73,1833.0
Posts 945,1,5,5,5,0.00,0.000%,200.00000,318.75,434.77,1632.0
Posts 946,1,5,5,5,0.00,0.000%,200.00000,282.81,396.09,1448.0
Posts 947,1,5,5,5,0.00,0.000%,200.00000,298.24,425.98,1527.0
Posts 948,1,5,5,5,0.00,0.000%,200.00000,305.27,418.95,1563.0
Posts 949,1,4,4,4,0.00,0.000%,250.00000,273.44,431.88,1120.0
Posts 950,1,4,4,4,0.00,0.000%,250.00000,289.31,436.77,1185.0
Posts 951,1,3,3,3,0.00,0.000%,333.33333,334.31,538.09,1027.0
Posts 952,1,5,5,5,0.00,0.000%,200.00000,302.15,421.68,1547.0
Posts 953,1,5,5,5,0.00,0.000%,200.00000,266.02,379.49,1362.0
Posts 954,1,6,6,6,0.00,0.000%,166.66667,176.43,282.39,1084.0
Posts 955,1,4,4,4,0.00,0.000%,250.00000,355.47,502.44,1456.0
Posts 956,1,5,5,5,0.00,0.000%,200.00000,272.07,384.18,1393.0
Posts 957,1,5,5,5,0.00,0.000%,200.00000,330.47,449.02,1692.0
Posts 958,1,4,4,4,0.00,0.000%,250.00000,441.16,587.16,1807.0
Posts 959,1,4,4,4,0.00,0.000%,250.00000,259.28,420.41,1062.0
Posts 960,1,5,5,5,0.00,0.000%,200.00000,349.61,463.09,1790.0
Posts 961,1,4,4,4,0.00,0.000%,250.00000,451.17,595.95,1848.0
Posts 962,1,4,4,4,0.00,0.000%,250.00000,297.36,442.87,1218.0
Posts 963,1,5,5,5,0.00,0.000%,200.00000,246.29,359.18,1261.0
Posts 964,1,4,4,4,0.00,0.000%,250.00000,403.32,559.57,1652.0
Posts 965,1,4,4,4,0.00,0.000%,250.00000,364.26,510.25,1492.0
Posts 966,1,5,5,5,0.00,0.000%,200.00000,303.91,425.59,1556.0
Posts 967,1,5,5,5,0.00,0.000%,200.00000,241.60,362.89,1237.0
Posts 968,1,6,6,6,0.00,0.000%,166.66667,179.36,282.06,1102.0
Posts 969,1,5,5,5,0.00,0.000%,200.00000,332.81,453.12,1704.0
Posts 970,1,5,5,5,0.00,0.000%,200.00000,226.37,350.20,1159.0
Posts 971,1,5,5,5,0.00,0.000%,200.00000,343.55,467.38,1759.0
Posts 972,1,5,5,5,0.00,0.000%,200.00000,331.25,443.95,1696.0
Posts 973,1,5,5,5,0.00,0.000%,200.00000,321.88,437.11,1648.0
Posts 974,1,5,5,5,0.00,0.000%,200.00000,258.40,371.68,1323.0
Posts 975,1,6,6,6,0.00,0.000%,166.66667,274.41,372.07,1686.0
Posts 976,1,6,6,6,0.00,0.000%,166.66667,299.97,398.11,1843.0
Posts 977,1,5,5,5,0.00,0.000%,200.00000,275.20,396.88,1409.0
Posts 978,1,12,12,12,0.00,0.000%,83.33333,156.66,203.37,1925.0
Posts 979,1,5,5,5,0.00,0.000%,200.00000,214.84,336.52,1100.0
Posts 980,1,6,6,6,0.00,0.000%,166.66667,197.75,297.53,1215.0
Posts 981,1,7,7,7,0.00,0.000%,142.85714,208.71,290.46,1496.0
Posts 982,1,5,5,5,0.00,0.000%,200.00000,202.34,327.15,1036.0
Posts 983,1,6,6,6,0.00,0.000%,166.66667,261.07,357.75,1604.0
Posts 984,1,5,5,5,0.00,0.000%,200.00000,321.29,440.23,1645.0
Posts 985,1,5,5,5,0.00,0.000%,200.00000,316.99,438.67,1623.0
Posts 986,1,6,6,6,0.00,0.000%,166.66667,231.28,338.22,1421.0
Posts 987,1,5,5,5,0.00,0.000%,200.00000,333.01,449.41,1705.0
Posts 988,1,8,8,8,0.00,0.000%,125.00000,183.47,257.08,1503.0
Posts 989,1,6,6,6,0.00,0.000%,166.66667,166.34,266.28,1022.0
Posts 990,1,5,5,5,0.00,0.000%,200.00000,334.77,446.88,1714.0
Posts 991,1,5,5,5,0.00,0.000%,200.00000,323.63,438.87,1657.0
Posts 992,1,5,5,5,0.00,0.000%,200.00000,256.05,369.92,1311.0
Posts 993,1,5,5,5,0.00,0.000%,200.00000,214.26,329.69,1097.0
Posts 994,1,4,4,4,0.00,0.000%,250.00000,396.48,541.26,1624.0
Posts 995,1,6,6,6,0.00,0.000%,166.66667,184.08,282.39,1131.0
Posts 996,1,6,6,6,0.00,0.000%,166.66667,275.07,375.00,1690.0
Posts 997,1,5,5,5,0.00,0.000%,200.00000,226.37,346.88,1159.0
Posts 998,1,14,14,14,0.00,0.000%,71.42857,117.33,157.51,1682.0
Posts 999,1,4,4,4,0.00,0.000%,250.00000,399.17,557.37,1635.0
Posts 1000,1,6,6,6,0.00,0.000%,166.66667,189.45,294.27,1164.0
Posts 1001,1,8,8,8,0.00,0.000%,125.00000,148.56,228.88,1217.0
Posts 1002,1,5,5,5,0.00,0.000%,200.00000,271.48,388.28,1390.0
Posts 1003,1,6,6,6,0.00,0.000%,166.66667,155.27,259.11,954.0
Posts 1004,1,5,5,5,0.00,0.000%,200.00000,348.63,462.30,1785.0
Posts 1005,1,5,5,5,0.00,0.000%,200.00000,175.59,302.15,899.0
Posts 1006,1,5,5,5,0.00,0.000%,200.00000,311.13,424.61,1593.0
Posts 1007,1,6,6,6,0.00,0.000%,166.66667,219.73,320.48,1350.0
Posts 1008,1,7,7,7,0.00,0.000%,142.85714,224.33,304.97,1608.0
Posts 1009,1,6,6,6,0.00,0.000%,166.66667,204.59,311.36,1257.0
Posts 1010,1,6,6,6,0.00,0.000%,166.66667,307.45,404.30,1889.0
Posts 1011,1,7,7,7,0.00,0.000%,142.85714,153.74,241.21,1102.0
Posts 1012,1,5,5,5,0.00,0.000%,200.00000,338.28,464.65,1732.0
Posts 1013,1,5,5,5,0.00,0.000%,200.00000,383.79,496.68,1965.0
Posts 1014,1,5,5,5,0.00,0.000%,200.00000,224.80,343.55,1151.0
Posts 1015,1,4,4,4,0.00,0.000%,250.00000,413.09,564.94,1692.0
Posts 1016,1,5,5,5,0.00,0.000%,200.00000,216.60,335.74,1109.0
Posts 1017,1,4,4,4,0.00,0.000%,250.00000,248.78,402.34,1019.0
